N de Vertices: 150
Valor Total: 143881
Peso Total: 150
Tempo de Duracao: 181.827 s

Vertice:		Valor:		Peso:
5260				935.555			1
9712				964.741			1
5929				932.57			1
1817				981.753			1
4843				961.273			1
7113				977.909			1
9344				977.843			1
4567				967.302			1
6133				990.052			1
3144				960.307			1
3486				992.036			1
9071				956.647			1
3791				976.441			1
1201				953.571			1
3970				953.006			1
1332				946.782			1
633				944.315			1
5009				941.708			1
700				940.887			1
7844				947.33			1
95				937.253			1
5790				936.06			1
7078				934.898			1
7976				961.301			1
2470				963.272			1
8289				948.281			1
9335				969.535			1
9950				943.786			1
1318				964.26			1
1778				943.181			1
7857				993.1			1
2358				980.019			1
1625				958.861			1
5479				996.714			1
1801				975.425			1
8300				950.998			1
3390				970.935			1
9025				959.816			1
9375				944.818			1
9772				952.036			1
3382				997.464			1
2810				979.79			1
182				973.828			1
1117				969.977			1
8512				989.075			1
9656				938.218			1
2495				951.62			1
4675				936.516			1
7733				985.037			1
7890				995.303			1
9328				995.42			1
3188				995.295			1
3868				983.904			1
3348				987.189			1
8720				964.12			1
6475				958.754			1
7981				987.118			1
7527				968.996			1
5048				957.048			1
7126				956.204			1
1128				948.624			1
4429				979.117			1
1521				944.019			1
2398				936.591			1
9911				935.668			1
7453				995.793			1
2026				935.492			1
1290				935.485			1
1186				935.348			1
6109				933.65			1
1715				988.604			1
4838				996.115			1
7884				933.524			1
6487				963.456			1
2087				999.922			1
1421				961.492			1
5413				954.74			1
4047				939.802			1
1146				986.261			1
2256				981.64			1
289				991.459			1
5445				958.343			1
9793				953.999			1
8547				947.506			1
3524				933.722			1
8480				995.475			1
2407				977.502			1
5714				984.395			1
4958				933.505			1
5402				960.177			1
990				933.223			1
6840				944.129			1
6310				967.207			1
8700				933.166			1
4275				932.209			1
3843				931.356			1
699				931.179			1
1132				930.714			1
8781				929.762			1
7798				929.621			1
1955				963.634			1
3099				929.19			1
3108				986.998			1
2303				928.89			1
419				928.339			1
5720				928.004			1
7586				977.6			1
8060				961.659			1
4339				927.013			1
6433				936.758			1
2155				949.546			1
6442				955.861			1
2732				942.569			1
4468				989.475			1
3715				940.258			1
4778				959.015			1
6851				949.205			1
4207				944.431			1
9564				940.294			1
5383				989.102			1
310				982.435			1
5587				977.622			1
2772				971.979			1
1023				965.843			1
7898				945.803			1
2321				942.345			1
6275				941.647			1
2410				990.594			1
4495				978.35			1
6902				958.611			1
6203				950.277			1
8483				946.409			1
1182				938.78			1
2018				938.612			1
6706				989.395			1
9893				974.604			1
6347				974.435			1
2077				966.881			1
7311				959.122			1
8984				956.504			1
3041				956.136			1
1931				949.808			1
6929				986.155			1
445				982.074			1
5605				955.388			1
4721				953.637			1
3475				941.884			1
9932				940.41			1
1005				937.782			1
9307				958.616			1
